investigation_type,event_date,country,injury_severity,aircraft_damage,make,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_uninjured,weather_condition,month,year,survival_type,total_injured,state
Accident,1991-01-12,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,4.0,VMC,1,1991,Non-Fatal,0.0,CHADRON
Accident,1991-01-13,United States,Non-Fatal,Destroyed,AERO COMMANDER,No,1.0,reciprocating,Personal,0.0,0.0,IMC,1,1991,Non-Fatal,1.0,TOOELE
Accident,1991-01-13,United States,Non-Fatal,Destroyed,PIPER,No,1.0,reciprocating,Ferry,0.0,0.0,UNK,1,1991,Non-Fatal,3.0,MARSHALL
Accident,1991-01-13,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1991,Non-Fatal,0.0,BULLHEAD CITY
Accident,1991-01-13,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,IMC,1,1991,Non-Fatal,0.0,SPRINGBROOK
Accident,1991-01-13,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,SO. SIOUX CITY
Accident,1991-01-14,United States,Fatal,Destroyed,MOONEY,No,1.0,reciprocating,Personal,4.0,0.0,IMC,1,1991,Fatal,0.0,NEWCASTLE
Accident,1991-01-14,United States,Non-Fatal,Substantial,PIPER,No,2.0,reciprocating,Instructional,0.0,0.0,VMC,1,1991,Non-Fatal,2.0,BOLIVAR
Accident,1991-01-15,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Business,1.0,0.0,IMC,1,1991,Fatal,0.0,HAYWARD
Accident,1991-01-15,United States,Fatal,Destroyed,MOONEY,No,1.0,reciprocating,Business,1.0,0.0,IMC,1,1991,Fatal,0.0,FAYETTE
Accident,1991-01-15,United States,Fatal,Destroyed,AIR COMMAND,Yes,1.0,reciprocating,Personal,1.0,0.0,VMC,1,1991,Fatal,0.0,TOMAHAWK
Accident,1991-01-15,United States,Non-Fatal,Destroyed,HOLMES,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1991,Non-Fatal,2.0,ELLENDALE
Incident,1991-01-15,United States,Fatal,Minor,PIPER,No,2.0,reciprocating,Unknown,0.0,3.0,VMC,1,1991,Fatal,0.0,NOME
Accident,1991-01-15,United States,Non-Fatal,Substantial,BEECH,No,2.0,reciprocating,Business,0.0,3.0,VMC,1,1991,Non-Fatal,0.0,CHELAN
Accident,1991-01-15,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,CHARLESTON
Accident,1991-01-16,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1991,Non-Fatal,0.0,WALLA WALLA
Accident,1991-01-16,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,3.0,VMC,1,1991,Non-Fatal,0.0,NEW SMYRNA BCH
Accident,1991-01-16,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Ferry,0.0,0.0,VMC,1,1991,Non-Fatal,2.0,ARCADIA
Accident,1991-01-16,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,1,1991,Non-Fatal,3.0,HOUSTON
Accident,1991-01-17,United States,Fatal,Destroyed,MOONEY,No,1.0,reciprocating,Instructional,2.0,0.0,VMC,1,1991,Fatal,0.0,BROOKLINE
Accident,1991-01-17,United States,Fatal,Destroyed,BEECH,No,2.0,reciprocating,Personal,4.0,0.0,VMC,1,1991,Fatal,0.0,LANTANA
Accident,1991-01-17,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,1,1991,Non-Fatal,0.0,MIAMI
Accident,1991-01-17,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,1,1991,Non-Fatal,0.0,CROWLEY
Accident,1991-01-18,United States,Non-Fatal,Destroyed,PIPER,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,1,1991,Non-Fatal,2.0,MOKULEIA
Accident,1991-01-18,United States,Fatal,Minor,CESSNA,No,1.0,reciprocating,Unknown,1.0,2.0,VMC,1,1991,Fatal,0.0,PATTERSON
Incident,1991-01-18,United States,Fatal,Minor,BRITISH AEROSPACE,No,4.0,turbo fan,Unknown,0.0,39.0,VMC,1,1991,Fatal,0.0,CHICAGO
Accident,1991-01-18,United States,Fatal,Destroyed,BEECH,No,1.0,reciprocating,Personal,1.0,0.0,VMC,1,1991,Fatal,1.0,ARDEN
Accident,1991-01-18,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,ROLLA
Accident,1991-01-18,United States,Non-Fatal,Substantial,DE HAVILLAND,No,1.0,reciprocating,Unknown,0.0,0.0,VMC,1,1991,Non-Fatal,4.0,TWO MOON BAY
Accident,1991-01-19,United States,Non-Fatal,Destroyed,PIPER,No,1.0,reciprocating,Instructional,0.0,0.0,IMC,1,1991,Non-Fatal,2.0,SHERBURNE
Accident,1991-01-19,United States,Fatal,Destroyed,MOCOCK,Yes,1.0,reciprocating,Personal,1.0,0.0,VMC,1,1991,Fatal,0.0,MILFORD
Accident,1991-01-19,United States,Fatal,Destroyed,BEECH,No,1.0,reciprocating,Personal,2.0,0.0,VMC,1,1991,Fatal,0.0,LAFAYETTE
Accident,1991-01-19,United States,Fatal,Destroyed,ROCKWELL,No,1.0,reciprocating,Personal,4.0,0.0,IMC,1,1991,Fatal,1.0,BESSEMER
Accident,1991-01-19,United States,Non-Fatal,Substantial,SCHWEIZER,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1991,Non-Fatal,0.0,PRINCETON
Accident,1991-01-19,United States,Non-Fatal,Substantial,PIPER,No,2.0,reciprocating,Positioning,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,ORLANDO
Accident,1991-01-19,United States,Non-Fatal,Substantial,LUSCOMBE,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,BAKERSFIELD
Accident,1991-01-19,United States,Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,1.0,0.0,IMC,1,1991,Fatal,0.0,MANCOS
Accident,1991-01-19,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1991,Non-Fatal,1.0,CABOOL
Accident,1991-01-19,United States,Non-Fatal,Substantial,RANS COMPANY,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1991,Non-Fatal,1.0,HAYS
Incident,1991-01-20,United States,Fatal,Minor,BOEING,No,3.0,turbo fan,Unknown,0.0,44.0,VMC,1,1991,Fatal,0.0,ST. PAUL
Accident,1991-01-20,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,EAU CLAIRE
Accident,1991-01-20,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,CHESTERFIELD
Accident,1991-01-20,United States,Non-Fatal,Substantial,MOONEY,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1991,Non-Fatal,0.0,FREDERICKSBURG
Accident,1991-01-21,United States,Non-Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,1,1991,Non-Fatal,1.0,SACRAMENTO
Accident,1991-01-21,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,1,1991,Non-Fatal,0.0,ALDERWOOD MANOR
Accident,1991-01-21,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1991,Non-Fatal,1.0,TULSA
Accident,1991-01-21,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,ERSKINE
Accident,1991-01-21,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Unknown,0.0,0.0,VMC,1,1991,Non-Fatal,1.0,ANAHEIM
Accident,1991-01-22,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,STROUDSBURG
Accident,1991-01-22,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1991,Non-Fatal,0.0,LANSING
Accident,1991-01-23,United States,Fatal,Destroyed,CESSNA,No,2.0,reciprocating,Personal,1.0,0.0,VMC,1,1991,Fatal,0.0,BRUNSWICK
Accident,1991-01-23,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,CELINA
Accident,1991-01-23,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1991,Non-Fatal,3.0,CLEVELAND
Accident,1991-01-23,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,ENID
Accident,1991-01-23,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,WARM SPRINGS
Accident,1991-01-24,United States,Fatal,Destroyed,BEECH,No,2.0,reciprocating,Unknown,1.0,0.0,VMC,1,1991,Fatal,0.0,BATAVIA
Accident,1991-01-24,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1991,Non-Fatal,3.0,FORT MYERS
Accident,1991-01-24,United States,Non-Fatal,Substantial,PIPER,No,2.0,reciprocating,Positioning,0.0,0.0,IMC,1,1991,Non-Fatal,1.0,FERNANDINA BCH
Accident,1991-01-24,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,PHOENIX
Accident,1991-01-24,United States,Non-Fatal,Substantial,CESSNA,No,2.0,reciprocating,Business,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,MIDDLETON
Accident,1991-01-25,United States,Non-Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,1.0,SHOW LOW
Accident,1991-01-25,United States,Non-Fatal,Unknown,BOEING,No,3.0,turbo jet,Unknown,0.0,92.0,VMC,1,1991,Non-Fatal,1.0,INDIANAPOLIS
Accident,1991-01-25,United States,Non-Fatal,Substantial,PIPER,No,0.0,unknown,Public Aircraft,0.0,1.0,UNK,1,1991,Non-Fatal,0.0,PINEDALE
Accident,1991-01-25,United States,Non-Fatal,Substantial,WALTER CHANDLER,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1991,Non-Fatal,2.0,CAYUCOS
Accident,1991-01-25,United States,Non-Fatal,Substantial,ROBINSON,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,SCOTTSDALE
Accident,1991-01-26,United States,Fatal,Destroyed,MBB,No,2.0,turbo shaft,Other Work Use,4.0,0.0,IMC,1,1991,Fatal,0.0,SONESTOWN
Accident,1991-01-26,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,1.0,0.0,VMC,1,1991,Fatal,0.0,SACRAMENTO
Accident,1991-01-26,United States,Fatal,Destroyed,BELLANCA,No,1.0,reciprocating,Ferry,1.0,0.0,VMC,1,1991,Fatal,0.0,OLTON
Accident,1991-01-26,United States,Non-Fatal,Substantial,SCHWEIZER,No,1.0,unknown,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,WILLIAMSTOWN
Accident,1991-01-26,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,ROCHESTER
Accident,1991-01-26,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,3.0,VMC,1,1991,Non-Fatal,0.0,ROCHESTER
Accident,1991-01-27,United States,Non-Fatal,Destroyed,MAULE,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1991,Non-Fatal,0.0,OWAYHEE
Accident,1991-01-27,United States,Fatal,Destroyed,PIPER,No,2.0,reciprocating,Personal,1.0,0.0,VMC,1,1991,Fatal,0.0,OPPELLA
Accident,1991-01-27,United States,Fatal,Destroyed,CESSNA,No,2.0,reciprocating,Personal,1.0,0.0,IMC,1,1991,Fatal,0.0,BRYSON CITY
Accident,1991-01-27,United States,Fatal,Substantial,HAYES,Yes,1.0,reciprocating,Personal,1.0,0.0,VMC,1,1991,Fatal,0.0,ROUND LAKE
Accident,1991-01-27,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1991,Non-Fatal,2.0,TITUSVILLE
Accident,1991-01-27,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,4.0,VMC,1,1991,Non-Fatal,0.0,SEDONA
Accident,1991-01-27,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,FORT WORTH
Accident,1991-01-27,United States,Non-Fatal,Substantial,MOONEY,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1991,Non-Fatal,0.0,RUSH HILL
Accident,1991-01-28,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Unknown,1.0,0.0,IMC,1,1991,Fatal,0.0,ORLANDO
Accident,1991-01-28,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,IMC,1,1991,Non-Fatal,1.0,INDIANAPOLIS
Accident,1991-01-28,United States,Non-Fatal,Substantial,DE HAVILLAND,No,1.0,reciprocating,Unknown,0.0,5.0,VMC,1,1991,Non-Fatal,6.0,NOME
Accident,1991-01-30,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Business,1.0,0.0,VMC,1,1991,Fatal,1.0,DUNSMUIR
Accident,1991-01-30,United States,Non-Fatal,Destroyed,BRITISH AEROSPACE,No,2.0,turbo prop,Unknown,0.0,3.0,IMC,1,1991,Non-Fatal,16.0,BECKLEY
Accident,1991-01-30,United States,Non-Fatal,Substantial,BEECH,No,2.0,turbo prop,Executive/corporate,0.0,6.0,IMC,1,1991,Non-Fatal,0.0,JOHNSTOWN
Accident,1991-01-31,United States,Non-Fatal,Destroyed,AEROSPATIALE,No,1.0,turbo shaft,Unknown,0.0,0.0,VMC,1,1991,Non-Fatal,3.0,MIAMI
Incident,1991-01-31,United States,Fatal,Minor,BRITISH AEROSPACE,No,2.0,turbo prop,Unknown,0.0,5.0,VMC,1,1991,Fatal,0.0,CHARLOTTE
Accident,1991-02-01,United States,Fatal,Destroyed,FAIRCHILD,No,2.0,turbo prop,Unknown,34.0,37.0,VMC,2,1991,Fatal,30.0,LOS ANGELES
Accident,1991-02-01,United States,Fatal,Destroyed,BOEING,No,2.0,turbo fan,Unknown,34.0,37.0,VMC,2,1991,Fatal,30.0,LOS ANGELES
Accident,1991-02-01,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Positioning,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,ANACORTES
Accident,1991-02-01,United States,Non-Fatal,Substantial,RIDDELL,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,2.0,AGUA CALIENTE
Accident,1991-02-01,United States,Non-Fatal,Substantial,BEECH,No,2.0,turbo prop,Business,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,INDIANAPOLIS
Accident,1991-02-02,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,2.0,0.0,VMC,2,1991,Fatal,0.0,COLSTRIP
Accident,1991-02-02,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Instructional,3.0,0.0,VMC,2,1991,Fatal,0.0,AUGUSTA
Accident,1991-02-02,United States,Fatal,Unknown,PIPER,No,1.0,reciprocating,Personal,1.0,0.0,VMC,2,1991,Fatal,0.0,LUMBERTON
Accident,1991-02-02,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,3.0,0.0,VMC,2,1991,Fatal,0.0,CORDELE
Accident,1991-02-02,United States,Non-Fatal,Substantial,ROBINSON,No,1.0,reciprocating,Personal,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,CORAM
Accident,1991-02-02,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,4.0,VMC,2,1991,Non-Fatal,0.0,NASHUA
Accident,1991-02-02,United States,Non-Fatal,Substantial,AEROSTAR,No,0.0,unknown,Personal,0.0,3.0,VMC,2,1991,Non-Fatal,0.0,DURANGO
Accident,1991-02-02,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,3.0,VMC,2,1991,Non-Fatal,0.0,HOLLY
Accident,1991-02-02,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,WISE
Accident,1991-02-02,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,3.0,VMC,2,1991,Non-Fatal,0.0,ADVANCE
Accident,1991-02-02,United States,Non-Fatal,Substantial,CHAMPION,No,1.0,reciprocating,Personal,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,EAGLE RIVER
Accident,1991-02-03,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Skydiving,7.0,0.0,VMC,2,1991,Fatal,0.0,OSCEOLA
Accident,1991-02-03,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Instructional,7.0,0.0,VMC,2,1991,Fatal,0.0,OSCEOLA
Accident,1991-02-03,United States,Non-Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Instructional,0.0,0.0,VMC,2,1991,Non-Fatal,1.0,HARRISONBURG
Accident,1991-02-03,United States,Non-Fatal,Substantial,RYAN,No,1.0,reciprocating,Instructional,0.0,3.0,VMC,2,1991,Non-Fatal,0.0,LAKE CITY
Accident,1991-02-03,United States,Non-Fatal,Substantial,ERCOUPE (ENG & RESEARCH CORP.),No,1.0,reciprocating,Personal,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,PIXLEY
Accident,1991-02-03,United States,Non-Fatal,Substantial,GRUMMAN,No,1.0,reciprocating,Aerial Application,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,MERCED
Accident,1991-02-03,United States,Non-Fatal,Substantial,WACO,No,1.0,reciprocating,Personal,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,SANTA PAULA
Accident,1991-02-03,United States,Non-Fatal,Substantial,AERONCA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,DURANGO
Accident,1991-02-03,United States,Non-Fatal,Substantial,AERO COMMANDER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,2,1991,Non-Fatal,1.0,BROWNING
Accident,1991-02-03,United States,Non-Fatal,Substantial,HAGG,Yes,1.0,reciprocating,Personal,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,SHELBYVILLE
Accident,1991-02-04,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,SALT LAKE CITY
Accident,1991-02-04,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,2,1991,Non-Fatal,1.0,HAMILTON
Accident,1991-02-04,United States,Non-Fatal,Substantial,CESSNA,No,2.0,reciprocating,Business,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,COLUMBIA
Accident,1991-02-04,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,1.0,GREENSBORO
Accident,1991-02-04,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,1.0,TALKEETNA
Accident,1991-02-05,United States,Fatal,Destroyed,BEECH,No,1.0,reciprocating,Personal,1.0,0.0,IMC,2,1991,Fatal,0.0,SIDNEY
Incident,1991-02-05,United States,Fatal,Minor,PIPER,No,2.0,reciprocating,Unknown,0.0,1.0,VMC,2,1991,Fatal,0.0,COCHRAN
Accident,1991-02-06,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Business,1.0,0.0,IMC,2,1991,Fatal,0.0,DUTCHTOWN
Accident,1991-02-06,United States,Non-Fatal,Substantial,MAULE,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,1.0,DRAPER
Accident,1991-02-06,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,BUCKEYE
Accident,1991-02-06,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Business,0.0,4.0,IMC,2,1991,Non-Fatal,0.0,MARSHFIELD
Accident,1991-02-07,United States,Fatal,Destroyed,BEECH,No,2.0,reciprocating,Personal,2.0,0.0,IMC,2,1991,Fatal,1.0,SKANEATELES
Accident,1991-02-07,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,2.0,0.0,VMC,2,1991,Fatal,0.0,SNOWMASS
Accident,1991-02-07,United States,Fatal,Destroyed,PIPER,No,2.0,reciprocating,Unknown,4.0,0.0,IMC,2,1991,Fatal,0.0,MUNFORD
Accident,1991-02-07,United States,Fatal,Destroyed,PIPER,No,2.0,reciprocating,Business,1.0,0.0,IMC,2,1991,Fatal,0.0,LIBERTY
Accident,1991-02-07,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,HELENA
Accident,1991-02-07,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,1.0,LA BELLE
Accident,1991-02-07,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,ANCHORAGE
Accident,1991-02-08,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,1.0,0.0,IMC,2,1991,Fatal,0.0,PETALUMA
Accident,1991-02-09,United States,Fatal,Destroyed,BOEING,No,1.0,reciprocating,Personal,2.0,0.0,VMC,2,1991,Fatal,0.0,SONOMA
Accident,1991-02-09,United States,Non-Fatal,Destroyed,DONALD E. SAMUELS,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,2.0,GILMER
Accident,1991-02-09,United States,Non-Fatal,Substantial,BEECH,No,2.0,reciprocating,Personal,0.0,3.0,VMC,2,1991,Non-Fatal,0.0,RIVERSIDE
Accident,1991-02-09,United States,Non-Fatal,Substantial,SCHWEIZER,No,1.0,reciprocating,Aerial Application,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,YUBA CITY
Accident,1991-02-09,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,HERINGTON
Accident,1991-02-09,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,LAWRENCE
Accident,1991-02-09,United States,Non-Fatal,Substantial,ERCOUPE (ENG & RESEARCH CORP.),No,1.0,reciprocating,Personal,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,GASTONIA
Accident,1991-02-10,United States,Non-Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,2.0,MANSFIELD
Accident,1991-02-10,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,EASTON
Accident,1991-02-10,United States,Non-Fatal,Substantial,ROBINSON,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,PIRU
Accident,1991-02-10,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,3.0,DURANGO
Accident,1991-02-10,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,OSSEO
Accident,1991-02-10,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,4.0,TEEDSBURG
Accident,1991-02-10,United States,Non-Fatal,Substantial,MAXAIR,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,2.0,EASTMAN
Accident,1991-02-10,United States,Non-Fatal,Substantial,TEMCO,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,2.0,GRANTHAM
Accident,1991-02-10,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Unknown,0.0,1.0,IMC,2,1991,Non-Fatal,1.0,KIVALINA
Accident,1991-02-10,United States,Non-Fatal,Substantial,MBB,No,2.0,turbo shaft,Unknown,0.0,3.0,VMC,2,1991,Non-Fatal,1.0,VALDEZ
Accident,1991-02-11,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Business,4.0,0.0,VMC,2,1991,Fatal,0.0,YAMPA
Accident,1991-02-11,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,2.0,VMC,2,1991,Non-Fatal,2.0,BAGDAD
Accident,1991-02-11,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,1.0,BROWNSVILLE
Accident,1991-02-11,United States,Non-Fatal,Substantial,HUDDLESTON/BECKTOLD,Yes,1.0,reciprocating,Instructional,0.0,2.0,VMC,2,1991,Non-Fatal,0.0,LANSING
Accident,1991-02-12,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,2,1991,Non-Fatal,1.0,MOUNT GILEAD
Accident,1991-02-12,United States,Non-Fatal,Substantial,QUESTAIRE,Yes,1.0,reciprocating,Personal,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,SAN LUIS OBISPO
Accident,1991-02-13,United States,Fatal,Destroyed,BEECH,No,1.0,reciprocating,Personal,4.0,0.0,VMC,2,1991,Fatal,0.0,OGDEN
Accident,1991-02-13,United States,Non-Fatal,Destroyed,MAULE,No,1.0,reciprocating,Personal,0.0,1.0,VMC,2,1991,Non-Fatal,2.0,MOBILE
Accident,1991-02-13,United States,Fatal,Destroyed,AEROTEK,No,1.0,reciprocating,Instructional,2.0,0.0,VMC,2,1991,Fatal,3.0,SANTA PAULA
Accident,1991-02-13,United States,Fatal,Destroyed,LEARJET,No,2.0,turbo fan,Unknown,3.0,0.0,VMC,2,1991,Fatal,0.0,ASPEN
Incident,1991-02-13,United States,Fatal,Minor,BOEING,No,2.0,turbo jet,Unknown,0.0,46.0,VMC,2,1991,Fatal,0.0,UNALASKA
Accident,1991-02-13,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,LOGAN
Accident,1991-02-13,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,2,1991,Non-Fatal,0.0,PLANT CITY
Accident,1991-02-13,United States,Fatal,Substantial,BELL,No,1.0,turbo shaft,Personal,2.0,0.0,VMC,2,1991,Fatal,3.0,SANTA PAULA
