investigation_type,event_date,country,injury_severity,aircraft_damage,make,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_uninjured,weather_condition,month,year,survival_type,total_injured,state
Accident,1982-01-01,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,PULLMAN
Accident,1982-01-01,United States,Non-Fatal,Substantial,CESSNA,No,2.0,reciprocating,Business,0.0,2.0,IMC,1,1982,Non-Fatal,0.0,EAST HANOVER
Accident,1982-01-01,United States,Non-Fatal,Substantial,NORTH AMERICAN,No,1.0,reciprocating,Personal,0.0,0.0,IMC,1,1982,Non-Fatal,3.0,JACKSONVILLE
Accident,1982-01-01,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,HOBBS
Accident,1982-01-01,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,TUSKEGEE
Accident,1982-01-02,United States,Non-Fatal,Destroyed,BELLANCA,No,1.0,reciprocating,Personal,0.0,0.0,IMC,1,1982,Non-Fatal,1.0,HOMER
Accident,1982-01-02,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,HEARNE
Accident,1982-01-02,United States,Fatal,Destroyed,NAVION,No,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,CHICKASHA
Accident,1982-01-02,United States,Fatal,Destroyed,BEECH,No,1.0,reciprocating,Personal,2.0,0.0,IMC,1,1982,Fatal,0.0,LITTLE ROCK
Accident,1982-01-02,United States,Non-Fatal,Destroyed,ENSTROM,No,1.0,reciprocating,Personal,0.0,1.0,IMC,1,1982,Non-Fatal,0.0,MIDWAY
Accident,1982-01-02,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,3.0,0.0,VMC,1,1982,Fatal,0.0,SKWENTA
Accident,1982-01-02,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,GALETON
Accident,1982-01-02,United States,Non-Fatal,Substantial,SMITH,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,MIAMI
Accident,1982-01-02,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,YPSILANTI
Accident,1982-01-02,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,CHARLOTTE
Accident,1982-01-02,United States,Non-Fatal,Substantial,BELL,No,1.0,turbo shaft,Unknown,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,CHAMBLEE
Incident,1982-01-03,United States,Fatal,Minor,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Fatal,0.0,VAN NUYS
Accident,1982-01-03,United States,Fatal,Destroyed,GRUMMAN,No,1.0,reciprocating,Personal,2.0,0.0,IMC,1,1982,Fatal,1.0,10 NM W LEE VIN
Accident,1982-01-03,United States,Fatal,Destroyed,CESSNA,No,2.0,reciprocating,Business,8.0,0.0,IMC,1,1982,Fatal,0.0,ASHLAND
Accident,1982-01-03,United States,Fatal,Destroyed,BEECHCRAFT,No,2.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,PINEHURST
Accident,1982-01-03,United States,Non-Fatal,Substantial,MAULE,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,WHITE PLAINS
Accident,1982-01-03,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,1.0,COCOA
Accident,1982-01-03,United States,Non-Fatal,Substantial,BELLANCA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1982,Non-Fatal,2.0,SAN CLEMENTINE
Accident,1982-01-03,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1982,Non-Fatal,2.0,FORT WORTH
Accident,1982-01-03,United States,Non-Fatal,Substantial,AIR TRACTOR,No,1.0,reciprocating,Ferry,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,GREENOUGH
Accident,1982-01-04,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,4.0,0.0,VMC,1,1982,Fatal,0.0,PLEASANT HILL
Accident,1982-01-04,United States,Fatal,Destroyed,PIPER,No,2.0,reciprocating,Unknown,2.0,0.0,VMC,1,1982,Fatal,0.0,NEAR LAS VEGAS
Accident,1982-01-04,United States,Fatal,Destroyed,CESSNA,No,2.0,reciprocating,Personal,2.0,0.0,IMC,1,1982,Fatal,2.0,FORT WAYNE
Accident,1982-01-04,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1982,Non-Fatal,2.0,ESTANCIA
Accident,1982-01-05,United States,Fatal,Destroyed,NAVION,No,1.0,reciprocating,Business,3.0,0.0,IMC,1,1982,Fatal,0.0,RAMONA
Accident,1982-01-05,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,BLACK CANYON CI
Accident,1982-01-05,United States,Fatal,Destroyed,PIPER,No,2.0,reciprocating,Unknown,2.0,0.0,VMC,1,1982,Fatal,0.0,ITHACA
Incident,1982-01-05,United States,Fatal,Minor,ROCKWELL,No,1.0,reciprocating,Business,0.0,1.0,VMC,1,1982,Fatal,0.0,PENSACOLA
Accident,1982-01-05,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Business,0.0,1.0,VMC,1,1982,Non-Fatal,1.0,LONOKE
Accident,1982-01-05,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Ferry,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,GASTONIA
Accident,1982-01-05,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Unknown,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,SPRINGERVILLE
Accident,1982-01-05,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Unknown,0.0,0.0,VMC,1,1982,Non-Fatal,2.0,BETHEL
Accident,1982-01-06,United States,Non-Fatal,Substantial,CESSNA,Yes,2.0,reciprocating,Executive/corporate,0.0,3.0,VMC,1,1982,Non-Fatal,0.0,ROLLA
Accident,1982-01-06,United States,Non-Fatal,Substantial,AEROSPATIALE,No,1.0,turbo shaft,Business,0.0,6.0,VMC,1,1982,Non-Fatal,0.0,MAMMOTH LAKES
Accident,1982-01-06,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,3.0,VMC,1,1982,Non-Fatal,0.0,JACKSON
Accident,1982-01-06,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,PAXTON
Accident,1982-01-06,United States,Non-Fatal,Substantial,MOONEY,No,1.0,reciprocating,Business,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,HILTON HEAD
Accident,1982-01-06,United States,Non-Fatal,Substantial,BOEING,No,1.0,reciprocating,Unknown,0.0,1.0,IMC,1,1982,Non-Fatal,1.0,NEAR BAKERSFIEL
Accident,1982-01-07,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Unknown,2.0,0.0,VMC,1,1982,Fatal,0.0,HELENA
Accident,1982-01-07,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,WESTMINISTER
Accident,1982-01-07,United States,Non-Fatal,Substantial,CURTIS,No,2.0,reciprocating,Unknown,0.0,3.0,VMC,1,1982,Non-Fatal,0.0,LAREDO
Accident,1982-01-08,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,ODESSA
Accident,1982-01-08,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,1.0,0.0,VMC,1,1982,Fatal,1.0,NEW PHILADELPHI
Accident,1982-01-08,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Business,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,PULLMAN
Accident,1982-01-08,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,CUTCHOGUE
Accident,1982-01-08,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,LIBERTY
Accident,1982-01-08,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,PEORIA
Accident,1982-01-08,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,SANDUSKY
Accident,1982-01-08,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,GRANTITEVILLE
Accident,1982-01-09,United States,Non-Fatal,Substantial,SCHLEICHER,No,0.0,unknown,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,CALISTOGA
Accident,1982-01-09,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,3.0,VMC,1,1982,Non-Fatal,1.0,NAPA
Accident,1982-01-09,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,FRUIT VALE
Accident,1982-01-09,United States,Non-Fatal,Substantial,PIPER,No,2.0,reciprocating,Personal,0.0,3.0,VMC,1,1982,Non-Fatal,0.0,TOMBALL
Accident,1982-01-09,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Unknown,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,MOKULEIA
Accident,1982-01-09,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Unknown,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,STEAMBOAT SPRIN
Accident,1982-01-10,United States,Non-Fatal,Destroyed,PIPER,No,2.0,reciprocating,Unknown,0.0,0.0,UNK,1,1982,Non-Fatal,2.0,OKEECHOBEE
Accident,1982-01-10,United States,Non-Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,0.0,4.0,VMC,1,1982,Non-Fatal,0.0,BULLHEAD CITY
Accident,1982-01-10,United States,Non-Fatal,Destroyed,PIPER,No,2.0,reciprocating,Personal,0.0,2.0,IMC,1,1982,Non-Fatal,0.0,WHEELING
Accident,1982-01-10,United States,Fatal,Destroyed,MOONEY,No,1.0,reciprocating,Personal,1.0,0.0,VMC,1,1982,Fatal,1.0,HENDERSON
Accident,1982-01-10,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1982,Non-Fatal,4.0,MOJAVE
Accident,1982-01-10,United States,Non-Fatal,Substantial,QUICKIE,Yes,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,UPLAND
Accident,1982-01-10,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Unknown,0.0,0.0,VMC,1,1982,Non-Fatal,3.0,QUINHAGAK
Accident,1982-01-11,United States,Non-Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1982,Non-Fatal,2.0,NEAR BOZEMAN
Accident,1982-01-11,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,4.0,0.0,IMC,1,1982,Fatal,2.0,RIVERTON
Accident,1982-01-11,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,SAQUACHE
Accident,1982-01-11,United States,Non-Fatal,Substantial,CESSNA,No,2.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,AUBURN
Incident,1982-01-12,United States,Fatal,Unknown,LOCKHEED,No,3.0,turbo fan,Unknown,0.0,149.0,UNK,1,1982,Fatal,0.0,CHICAGO
Incident,1982-01-12,United States,Fatal,Minor,EMBRAER,No,2.0,turbo prop,Unknown,0.0,2.0,VMC,1,1982,Fatal,0.0,CLARKSBURG
Accident,1982-01-12,United States,Non-Fatal,Destroyed,CESSNA,No,2.0,reciprocating,Personal,0.0,0.0,UNK,1,1982,Non-Fatal,3.0,ABERDEEN
Accident,1982-01-12,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,1.0,IMC,1,1982,Non-Fatal,1.0,ADDISON
Accident,1982-01-13,United States,Non-Fatal,Destroyed,GRUMMAN,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,MONTICELLO
Accident,1982-01-13,United States,Fatal,Destroyed,BOEING,No,2.0,turbo fan,Unknown,78.0,0.0,IMC,1,1982,Fatal,9.0,WASHINGTON
Accident,1982-01-13,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,3.0,VMC,1,1982,Non-Fatal,0.0,WATONGA
Accident,1982-01-13,United States,Non-Fatal,Substantial,BEECH,No,1.0,reciprocating,Personal,0.0,4.0,VMC,1,1982,Non-Fatal,0.0,HOBBS
Accident,1982-01-13,United States,Non-Fatal,Substantial,PIPER,No,2.0,reciprocating,Unknown,0.0,2.0,IMC,1,1982,Non-Fatal,0.0,SPOKANE
Accident,1982-01-15,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,3.0,0.0,VMC,1,1982,Fatal,0.0,28 MI ENE OGDEN
Accident,1982-01-15,United States,Non-Fatal,Substantial,CESSNA,No,2.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,BUTLER
Accident,1982-01-15,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,MALONE
Accident,1982-01-15,United States,Non-Fatal,Substantial,HUGHES,No,1.0,reciprocating,Unknown,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,S.E. OF MALTA
Accident,1982-01-15,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Unknown,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,SPOKANE
Accident,1982-01-15,United States,Non-Fatal,Substantial,SWEARINGEN,No,2.0,turbo prop,Unknown,0.0,12.0,VMC,1,1982,Non-Fatal,3.0,JAMAICA
Accident,1982-01-15,United States,Non-Fatal,Substantial,BEECH,No,2.0,reciprocating,Unknown,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,ANOKA
Accident,1982-01-15,United States,Non-Fatal,Substantial,DE HAVILLAND,No,1.0,turbo prop,Unknown,0.0,4.0,VMC,1,1982,Non-Fatal,0.0,NEAR NUIQSUT
Accident,1982-01-16,United States,Fatal,Destroyed,BELL HELICOPTER,No,1.0,turbo shaft,Unknown,1.0,0.0,IMC,1,1982,Fatal,2.0,HOUMA
Accident,1982-01-16,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,SWANTON
Accident,1982-01-17,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,DAVIS
Accident,1982-01-17,United States,Fatal,Destroyed,BEDE AIRCRAFT,Yes,1.0,reciprocating,Personal,1.0,0.0,VMC,1,1982,Fatal,0.0,MOJAVE
Accident,1982-01-17,United States,Non-Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Unknown,0.0,0.0,VMC,1,1982,Non-Fatal,1.0,SUNFLOWER
Accident,1982-01-17,United States,Non-Fatal,Destroyed,CONVAIR,No,2.0,reciprocating,Unknown,0.0,1.0,VMC,1,1982,Non-Fatal,2.0,HONOLULU
Accident,1982-01-17,United States,Fatal,Destroyed,PIPER,No,2.0,reciprocating,Unknown,1.0,0.0,VMC,1,1982,Fatal,0.0,PORT MANSFIELD
Accident,1982-01-17,United States,Non-Fatal,Destroyed,PIPER,No,2.0,turbo prop,Personal,0.0,0.0,VMC,1,1982,Non-Fatal,3.0,DELTA
Accident,1982-01-17,United States,Fatal,Destroyed,BEECH,No,2.0,reciprocating,Unknown,2.0,0.0,VMC,1,1982,Fatal,0.0,PICAYUNE
Accident,1982-01-17,United States,Non-Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1982,Non-Fatal,1.0,ANCHORAGE
Accident,1982-01-17,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,CEDAR CITY
Accident,1982-01-17,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,TULUKSAK
Accident,1982-01-17,United States,Non-Fatal,Substantial,BELL,No,1.0,turbo shaft,Unknown,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,CENTERVILLE
Accident,1982-01-18,United States,Non-Fatal,Destroyed,BEECH,No,1.0,reciprocating,Business,0.0,0.0,VMC,1,1982,Non-Fatal,4.0,ORCHARDS
Accident,1982-01-18,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,DOWNIEVILLE
Accident,1982-01-18,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,3.0,0.0,IMC,1,1982,Fatal,0.0,BLAIRSVILLE
Accident,1982-01-18,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Business,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,S.E. OF HOUMA
Accident,1982-01-18,United States,Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,4.0,0.0,IMC,1,1982,Fatal,0.0,MADISON COUNTY
Accident,1982-01-19,United States,Fatal,Destroyed,MOONEY,No,1.0,reciprocating,Business,1.0,0.0,VMC,1,1982,Fatal,0.0,CEDAR VALE
Accident,1982-01-19,United States,Fatal,Destroyed,BEECH,No,1.0,reciprocating,Personal,2.0,0.0,IMC,1,1982,Fatal,0.0,STILLWATER
Accident,1982-01-19,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Business,1.0,0.0,UNK,1,1982,Fatal,2.0,WOLF PT.
Accident,1982-01-19,United States,Fatal,Destroyed,GRUMMAN,No,1.0,reciprocating,Personal,3.0,0.0,IMC,1,1982,Fatal,0.0,ROCKPORT
Accident,1982-01-19,United States,Fatal,Destroyed,SWEARINGEN,No,2.0,turbo prop,Executive/corporate,3.0,0.0,IMC,1,1982,Fatal,0.0,ROCKPORT
Incident,1982-01-19,United States,Fatal,Minor,DE HAVILLAND,No,2.0,turbo prop,Ferry,0.0,1.0,IMC,1,1982,Fatal,0.0,WASHINGTON
Accident,1982-01-19,United States,Non-Fatal,Substantial,PIPER,No,2.0,reciprocating,Executive/corporate,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,SOMERSET
Accident,1982-01-19,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,ENFIELD
Accident,1982-01-19,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Aerial Observation,0.0,1.0,VMC,1,1982,Non-Fatal,1.0,TOPEKA
Accident,1982-01-19,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,URBANDALE
Accident,1982-01-19,United States,Non-Fatal,Substantial,BEACHNER,Yes,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1982,Non-Fatal,1.0,KINGMAN
Accident,1982-01-19,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,SANTA MONICA
Accident,1982-01-19,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,SHREVEPORT
Accident,1982-01-19,United States,Non-Fatal,Substantial,CESSNA,No,2.0,reciprocating,Business,0.0,2.0,UNK,1,1982,Non-Fatal,0.0,NEAR LANSING
Accident,1982-01-19,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Instructional,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,GRAND RAPIDS
Accident,1982-01-19,United States,Non-Fatal,Substantial,CANADAIR,No,4.0,turbo prop,Unknown,0.0,6.0,VMC,1,1982,Non-Fatal,0.0,MIAMI
Accident,1982-01-19,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Unknown,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,TUNTUTULIAK
Incident,1982-01-20,United States,Fatal,Minor,PIPER,No,2.0,reciprocating,Executive/corporate,0.0,2.0,VMC,1,1982,Fatal,0.0,SAN JOSE
Accident,1982-01-20,United States,Fatal,Destroyed,BEECH,No,2.0,reciprocating,Personal,2.0,0.0,IMC,1,1982,Fatal,0.0,CHERRY VALLEY
Accident,1982-01-20,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,3.0,0.0,IMC,1,1982,Fatal,0.0,ESCONDIDO
Accident,1982-01-20,United States,Fatal,Destroyed,PIPER,No,2.0,reciprocating,Business,1.0,0.0,IMC,1,1982,Fatal,0.0,MCCOMB
Accident,1982-01-20,United States,Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,1.0,1.0,VMC,1,1982,Fatal,0.0,ORLANDO
Accident,1982-01-20,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Instructional,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,MIDLAND
Accident,1982-01-20,United States,Non-Fatal,Substantial,HUGHES,No,1.0,reciprocating,Unknown,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,BONDURANT
Accident,1982-01-21,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,4.0,0.0,IMC,1,1982,Fatal,0.0,BOISE
Accident,1982-01-21,United States,Fatal,Destroyed,CESSNA,No,2.0,reciprocating,Unknown,1.0,0.0,IMC,1,1982,Fatal,0.0,NORTH KANSAS CI
Accident,1982-01-21,United States,Non-Fatal,Destroyed,DOUGLAS,No,2.0,reciprocating,Unknown,0.0,0.0,VMC,1,1982,Non-Fatal,2.0,15NM W. OPA LOC
Accident,1982-01-21,United States,Non-Fatal,Destroyed,PIPER,No,2.0,reciprocating,Executive/corporate,0.0,0.0,IMC,1,1982,Non-Fatal,3.0,BAGDAD
Accident,1982-01-21,United States,Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,10NM N. OF MCNA
Accident,1982-01-21,United States,Fatal,Destroyed,GRUMMAN,Yes,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,NEW ALBANY
Accident,1982-01-21,United States,Non-Fatal,Destroyed,PIPER,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1982,Non-Fatal,4.0,MUSCLE SHOALS
Accident,1982-01-21,United States,Non-Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Unknown,0.0,0.0,VMC,1,1982,Non-Fatal,1.0,PORT GRAHAM
Accident,1982-01-21,United States,Non-Fatal,Substantial,MOONEY,Yes,1.0,reciprocating,Personal,0.0,4.0,VMC,1,1982,Non-Fatal,0.0,SHELL LAKE
Accident,1982-01-21,United States,Non-Fatal,Substantial,AIR TRACTOR,No,1.0,reciprocating,Unknown,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,DOS PALOS
Accident,1982-01-22,United States,Fatal,Destroyed,SONS MUSTANG,Yes,1.0,reciprocating,Unknown,2.0,0.0,VMC,1,1982,Fatal,0.0,LANCASTER
Incident,1982-01-22,United States,Fatal,Unknown,DASSAULT/SUD,No,2.0,turbo fan,Unknown,0.0,2.0,VMC,1,1982,Fatal,0.0,LOUISVILLE
Accident,1982-01-22,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,CARSON CITY
Accident,1982-01-22,United States,Non-Fatal,Substantial,SIKORSKY,No,1.0,reciprocating,Unknown,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,NEAR KINGSTON
Accident,1982-01-23,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,1.0,LAPINE
Accident,1982-01-23,United States,Fatal,Destroyed,MOONEY,No,1.0,reciprocating,Personal,2.0,0.0,VMC,1,1982,Fatal,4.0,VICTORVILLE
Accident,1982-01-23,United States,Non-Fatal,Destroyed,GRUMMAN,No,1.0,reciprocating,Aerial Application,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,HOBBS
Accident,1982-01-23,United States,Fatal,Destroyed,MCDONNELL DOUGLAS,No,3.0,turbo fan,Unknown,2.0,182.0,IMC,1,1982,Fatal,28.0,BOSTON
Accident,1982-01-23,United States,Fatal,Destroyed,BEECH,No,1.0,reciprocating,Personal,1.0,0.0,IMC,1,1982,Fatal,0.0,LONDON
Accident,1982-01-23,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,TOPEKA
Accident,1982-01-23,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,3.0,VMC,1,1982,Non-Fatal,0.0,NEWPORT RICHEY
Accident,1982-01-23,United States,Non-Fatal,Substantial,PIPER,No,2.0,reciprocating,Personal,0.0,3.0,VMC,1,1982,Non-Fatal,0.0,NEWPORT RICHEY
Accident,1982-01-23,United States,Fatal,Substantial,PIPER,No,1.0,reciprocating,Personal,2.0,0.0,VMC,1,1982,Fatal,4.0,VICTORVILLE
Accident,1982-01-23,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,VMC,1,1982,Non-Fatal,1.0,SAGINAW
Accident,1982-01-23,United States,Non-Fatal,Substantial,BELL/TEXTRON,No,1.0,turbo shaft,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,36 SW LARAMIE
Accident,1982-01-23,United States,Non-Fatal,Substantial,BELL,No,1.0,reciprocating,Unknown,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,WATSONVILLE
Accident,1982-01-23,United States,Non-Fatal,Substantial,PIPER,No,1.0,reciprocating,Unknown,0.0,1.0,VMC,1,1982,Non-Fatal,1.0,HOUSTON
Accident,1982-01-24,United States,Fatal,Destroyed,ROBERTSON,No,2.0,reciprocating,Personal,7.0,0.0,VMC,1,1982,Fatal,0.0,LAREDO
Accident,1982-01-24,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,0.0,UNK,1,1982,Non-Fatal,2.0,TAUNTON
Accident,1982-01-24,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,4.0,VMC,1,1982,Non-Fatal,0.0,FLAGSTAFF
Accident,1982-01-24,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Personal,0.0,2.0,VMC,1,1982,Non-Fatal,0.0,WHEELING
Accident,1982-01-24,United States,Non-Fatal,Substantial,CESSNA,No,1.0,reciprocating,Business,0.0,1.0,VMC,1,1982,Non-Fatal,0.0,ATHENS
Accident,1982-01-25,United States,Fatal,Destroyed,CESSNA,No,1.0,reciprocating,Personal,2.0,0.0,UNK,1,1982,Fatal,0.0,BETHEL
